channel_title,videoId,title,view_count,comment_count
Khan Academy,0z_MDIWMBwU,Secant lines & average rate of change | Derivatives introduction | AP Calculus AB | Khan Academy,79589,10
Khan Academy,N2PpRnFqnqY,Derivative as a concept | Derivatives introduction | AP Calculus AB | Khan Academy,337825,136
Khan Academy,5_zxtSyTfOY,Limits of trigonometric functions | Limits and continuity | AP Calculus AB | Khan Academy,157123,27
Khan Academy,_Pq547nYFaE,Example: Analyzing the difference in distributions | Random variables | AP Statistics | Khan Academy,14023,6
Khan Academy,nb3m_Q7rfT4,Example: Transforming a discrete random variable | Random variables | AP Statistics | Khan Academy,22900,3
Khan Academy,Z6vANdo1L68,Example: Analyzing distribution of sum of two normally distributed random variables | Khan Academy,25151,1
Khan Academy,3E8BO7VRMEA,Probabilities from density curves | Random variables | AP Statistics | Khan Academy,58922,12
Khan Academy,2egl_5c8i-g,Variance and standard deviation of a discrete random variable | AP Statistics | Khan Academy,196282,43
Khan Academy,qafPcWNUiM8,Mean (expected value) of a discrete random variable | AP Statistics | Khan Academy,200264,36
Khan Academy,d2STHFVHGAg,Probability with discrete random variable example | Random variables | AP Statistics | Khan Academy,71941,12
Khan Academy,uXtxKxYl1Iw,Valid discrete probability distribution examples | Random variables | AP Statistics | Khan Academy,63759,2
Khan Academy,hxEdXUB_IdQ,Conditional probability tree diagram example | Probability | AP Statistics | Khan Academy,89571,25
Khan Academy,pIfpHdGVwLU,Conditional probability and independence | Probability | AP Statistics | Khan Academy,77871,4
Khan Academy,vjGINFbV8Cs,Random numbers for experimental probability | Probability | AP Statistics | Khan Academy,30058,9
Khan Academy,2AVLfSRpmfg,Random number list to run experiment | Probability | AP Statistics | Khan Academy,39246,8
Khan Academy,Nos-xOCpQqg,Experimental versus theoretical probability simulation | Probability | AP Statistics | Khan Academy,42180,11
Khan Academy,TbS7S7lb9Es,Impact of removing outliers on regression lines | AP Statistics | Khan Academy,24217,2
Khan Academy,sIJj7Q77SVI,Interpreting computer regression data | AP Statistics | Khan Academy,29970,6
Khan Academy,zMFdb__sUpw,Standard deviation of residuals or Root-mean-square error (RMSD),103370,32
Khan Academy,umYWWMfxUCI,Threshold for low percentile | Modeling data distributions | AP Statistics | Khan Academy,27096,8
Khan Academy,VamMrPZ-8fc,Residual plots | Exploring bivariate numerical data | AP Statistics | Khan Academy,70828,14
Khan Academy,FGesqq22TCM,Calculating the equation of a regression line | AP Statistics | Khan Academy,66799,8
Khan Academy,u4ugaNo6v1Q,Calculating correlation coefficient r | AP Statistics | Khan Academy,235926,63
Khan Academy,S5_5KyCVjrU,Finding z-score for a percentile | AP Statistics | Khan Academy,114682,20
Khan Academy,uwhV0TAPmWc,Standard normal table for proportion between values | AP Statistics | Khan Academy,58331,12
Khan Academy,i9FzFfv1rQg,Standard normal table for proportion above | AP Statistics | Khan Academy,38013,5
Khan Academy,Fo4kitkFB3I,Standard normal table for proportion below | AP Statistics | Khan Academy,38667,2
Khan Academy,Tu3O9tC3Eh8,Worked example finding area under density curves | AP Statistics | Khan Academy,29001,4
Khan Academy,P5y83-ZnQeo,Density curve worked example | Modeling data distributions | AP Statistics | Khan Academy,27331,4
Khan Academy,JFesFhraX2M,"Median, mean and skew from density curves | AP Statistics | Khan Academy",184739,57
Khan Academy,PUvUQMQ7xQk,Density Curves | Modeling data distributions | AP Statistics | Khan Academy,79711,25
Khan Academy,az6i2qvI1E0,Worked example: distance and displacement from position-time graphs | AP Physics 1 | Khan Academy,71580,17
Khan Academy,G1cNKc3PD74,Regrouping to add 1-digit number | Addition and subtraction | 1st grade | Khan Academy,123050,34
Khan Academy,UjfmOmPARyk,Breaking apart 2-digit addition problems | Addition and subtraction | 1st grade | Khan Academy,141563,9
Khan Academy,EV38zfiY6Vs,Adding 2-digit numbers without regrouping 1 | Addition and subtraction | 1st grade | Khan Academy,191342,28
Khan Academy,mKsKU0BAiRM,Adding 1 vs. adding 10 | Addition and subtraction | 1st grade | Khan Academy,195935,16
Khan Academy,3rs7sFPoiZ4,Comparison word problems: roly-polies | Addition and subtraction | 1st grade | Khan Academy,180730,16
Khan Academy,9XxzIoUQd78,Position-time graphs | One-dimensional motion | AP Physics 1 | Khan Academy,68349,18
Khan Academy,w2mbvtpQKrM,Distance and displacement in one dimension | One-dimensional motion | AP Physics 1 | Khan Academy,78146,25
Khan Academy,vQCkYm3v3aA,Distance and displacement introduction | One-dimensional motion | AP Physics 1 | Khan Academy,297450,159
Khan Academy,s4GUt8G4Wd8,The US Constitution | Period 3: 1754-1800 | AP US History | Khan Academy,166179,47
Khan Academy,M0UTy_s01pw,The Constitutional Convention | Period 3: 1754-1800 | AP US History | Khan Academy,90162,45
Khan Academy,NfFRNgyQebE,The Articles of Confederation | Period 3: 1754-1800 | AP US History | Khan Academy,128678,62
Khan Academy,Ug8amZRFrZs,The Declaration of Independence | Period 3: 1754-1800 | AP US History | Khan Academy,112862,58
Khan Academy,P58tMgZ4v0A,How did Russia begin? | 1450 - Present | AP US History | Khan Academy,58951,96
Khan Academy,NVGBq_V-F6U,Types of discontinuities | Limits and continuity | AP Calculus AB | Khan Academy,89834,18
Khan Academy,H_Nm3qGE65s,Functions with same limit at infinity | Limits and continuity | AP Calculus AB | Khan Academy,40235,8
Khan Academy,6BwDYdfw9NQ,Infinite limits and asymptotes | Limits and continuity | AP Calculus AB | Khan Academy,61907,10
Khan Academy,ENIQiqxFpBc,Continuity over an interval | Limits and continuity | AP Calculus AB | Khan Academy,123586,36
Khan Academy,BVqUmxb9NGI,Better Takes Practice: The Full Story - Official SAT Practice on Khan Academy,12936,24
Khan Academy,tckDZCRgbJA,Graphical limit example,23918,2
Khan Academy,l6FX_r_Tkls,Connecting limits and graphical behavior | Limits and continuity | AP Calculus AB | Khan Academy,70462,5
Khan Academy,QE9TzvPQOXM,Better Takes Practice: Ian - Official SAT Practice on Khan Academy,2937,3
Khan Academy,Ra5QQ2CmprQ,Better Takes Practice: Gillian - Official SAT Practice on Khan Academy,3619,4
Khan Academy,22G9ylLr_I0,Better Takes Practice: Diana - Official SAT Practice on Khan Academy,3011,2
Khan Academy,PomqUoIpPD8,Better Takes Practice: Azulaye - Official SAT Practice on Khan Academy,3626,2
Khan Academy,5m3_Kre_M4Y,Better Takes Practice: Cameron - Official SAT Practice on Khan Academy,5142,2
Khan Academy,SScIF54S1_8,Title: Better Takes Practice: D'Andre - Official SAT Practice on Khan Academy,2948,5
Khan Academy,Pb8ic8vk4CM,Better Takes Practice - Official SAT Practice on Khan Academy,5003,14
Khan Academy,Fx4l41R5nxY,Comparing Roman and Byzantine Empires | AP US History | Khan Academy,78552,90
Khan Academy,g39owvSlC-g,Comparison: Rise of empires | World History | Khan Academy,51322,45
Khan Academy,lIHJcTf31NM,Continuity-Sikhism connections to Hinduism and Islam | 1450 - Present | World History | Khan Academy,58742,525
Khan Academy,gB7ya6386iA,Contextualization--Islam | World History | Khan Academy,130113,154
Khan Academy,OmFgyJRj66I,Buddhism: context and comparison | World History | Khan Academy,34957,29
Khan Academy,5CZ0oZ_lXSY,International Human Rights | 1450 - Present | World History | Khan Academy,37430,20
Khan Academy,7vL4-Ophj5s,The Scientific Revolution and the Age of Enlightenment | World History | Khan Academy,154869,48
Khan Academy,#NAME?,Frankish women in the Carolingian Dynasty primary source | World History | Khan Academy,3686,10
Khan Academy,p5SkpVqjWmg,Japanese Imperialism | World History | Khan Academy,74269,41
Khan Academy,VlZpo580bA8,Opium Wars  | World History | Khan Academy,108473,74
Khan Academy,xjh0L2Km_cs,The Holocaust  | World History | Khan Academy,150002,149
Khan Academy,8xIA10NQakI,Independence movements in the 20th Century | World History | Khan Academy,57826,54
Khan Academy,y6lIgVSvizk,Latin American Independence movements | 1450 - Present | World History | Khan Academy,81621,56
Khan Academy,fUDwPz9VmL0,Industrialization and imperialism | World History | Khan Academy,178258,116
Khan Academy,PplggM0KtJ8,Interpreting slope of regression line | AP Statistics | Khan Academy,62637,3
Khan Academy,00YVR5TSZqw,Interpreting y-intercept in regression model | AP Statistics | Khan Academy,42475,2
Khan Academy,mGnm89Rfi98,Mughal rule in India | 1450 - Present | World History | Khan Academy,271168,137
Khan Academy,7IthGldHD9U,This school year may be ending but we have lots to do for next year.,28587,75
Khan Academy,925fZ4WKISo,Sikhism introduction | World History | Khan Academy,494309,1131
Khan Academy,hNpcQEGw3S4,"Ottoman, Safavid and Mughal Empires | World History | Khan Academy",197165,343
Khan Academy,_DoO43_hihI,Khan Academy Live: SAT Writing,56746,35
Khan Academy,5SJFZQ4zwLw,Timur | 600 - 1450 Regional and interregional interactions | World History | Khan Academy,50086,36
Khan Academy,-5rBQO0VpWo,Classical Japan during the Heian Period | World History | Khan Academy,26309,15
Khan Academy,SZUipvwNx3w,Bhakti movement | World History | Khan Academy,52824,34
Khan Academy,n-7xGKl2HX4,Why were the Mongols so effective? | World History | Khan Academy,156955,284
Khan Academy,T9ACF4I4q0k,Knights Templar | World History | Khan Academy,86833,145
Khan Academy,TWkYalFn8lo,Example estimating from regression line,62964,15
Khan Academy,yMgFHbjbAW8,Introduction to residuals and least squares regression,347579,70
Khan Academy,50ezMTE_BuA,Calculating residual example | Exploring bivariate numerical data | AP Statistics | Khan Academy,59440,6
Khan Academy,JFlI4Vxtzxo,How parameters change as data is shifted and scaled | AP Statistics | Khan Academy,36479,4
Khan Academy,_rtQGAX5wsQ,Comparing with z-scores | Modeling data distributions | AP Statistics | Khan Academy,65589,2
Khan Academy,Ngyt8Q5tWkU,Calculating percentile | Modeling data distributions | AP Statistics | Khan Academy,139989,26
Khan Academy,TwGYLQ-DNdc,Analyzing a cumulative relative frequency graph | AP Statistics | Khan Academy,67429,10
Khan Academy,qNKOi08NxHs,Mean and standard deviation versus median and IQR | AP Statistics | Khan Academy,92988,21
Khan Academy,30LcZqRfPRY,"Bivariate relationship linearity, strength and direction | AP Statistics | Khan Academy",87057,23
Khan Academy,8hvvhH7-aLE,Khan Academy Live: SAT Reading (Hangouts on air),40026,27
Khan Academy,#NAME?,Relating circumference and area,109661,25
Khan Academy,8V-PdgS2GKc,Example of shapes on a coordinate plane,31407,19
Khan Academy,ODNCH3gSKdA,Surface area word problem example,77416,28
Khan Academy,SKe3ItfdzTY,Finding height of a parallelogram,262298,64
Khan Academy,_y17uHBwa_8,Counting faces and edges of 3D shapes,136054,58
Khan Academy,7N5orPxUoGo,Example finding area of triangle,515790,193
Khan Academy,IShaLZ8CMXY,How volume changes from changing dimensions,83235,19
Khan Academy,TjOlZr_2uW4,Pythagorean theorem with right triangle,90432,14
Khan Academy,YjWCDdNlXxc,Partial circle area and arc length,146056,18
Khan Academy,apkT6rVE8qo,Example finding distance with Pythagorean theorem,154606,86
Khan Academy,tqxQSSzuXX0,Recognizing common 3D shapes,115090,71
Khan Academy,wTkH288r84s,Triangle missing side example,164045,27
Khan Academy,yZ4CbopnVBg,Area of an isosceles triangle,281817,75
Khan Academy,PiIJFRqrQYk,Genghis Khan and the Mongol Empire,101323,62
Khan Academy,pLijVYVDKlc,The Columbian Exchange,331429,258
Khan Academy,VbKB4dRO2jc,Consequences of Columbus's voyage on the Tainos and Europe,93472,101
Khan Academy,83JI9i8DZbs,Christopher Columbus,103601,37
Khan Academy,Wwk7__c7r50,Origins of European exploration in the Americas,154764,108
Khan Academy,QtOY8O_8LPg,Khan Academy Live: SAT Math,153751,129
Khan Academy,ELNooV0ymYk,Compare decimals word problems,28153,3
Khan Academy,PqyS66_mE24,Comparing multi digit numbers word problems,27896,4
Khan Academy,IcmAxkEImtI,Rounding to the nearest tenth and hundredth,173733,68
Khan Academy,Gg-GD5QfbB4,"Rounding to nearest ten, hundred and thousand",100592,44
Khan Academy,7LY2CMteGw8,Impact of the Crusades,72618,70
Khan Academy,bCiNvTNwAQk,An overview of the Crusades (part 2),62027,26
Khan Academy,NGyCpI1zE6k,Introduction to the Crusades,112179,175
Khan Academy,zLHwRTNbcjI,"Shoguns, samurai and the Japanese Middle Ages | World History | Khan Academy",104653,62
Khan Academy,HxIKVdvkFkA,Classical Japan during the Heian Period | World History | Khan Academy,19040,15
Khan Academy,aAB75bP7rdk,Human migration: sub-Saharan Africa and the Pacific | World History | Khan Academy,48041,118
Khan Academy,4o6wnbgi6bg,Serfs and manorialism  | World History | Khan Academy,57744,26
Khan Academy,20B94yLBGrg,Inca Empire overview | World History | Khan Academy,66960,21
Khan Academy,_-96fKZGQVs,Aztec Empire | World History | Khan Academy,93160,35
Khan Academy,8-pxqeO24Ww,An announcement from Khan Academy,174310,392
Khan Academy,p3pYuY4buIk,Feudal system during the Middle Ages | World History | Khan Academy,238523,127
Khan Academy,H5ZJujqa0YQ,Overview of the Middle Ages | World History | Khan Academy,354953,213
Khan Academy,c30S6M8-Jvw,Peasant Revolts | World History | Khan Academy,38990,30
Khan Academy,CBjLSRfqoAg,Prosperity in Song China (960-1279) | World History | Khan Academy,42327,21
Khan Academy,9EEJU4Ox-TE,Interpreting plotted points,35624,6
Khan Academy,AUAT7zdD6Jc,Example plotting corners of rectangle,61944,1
Khan Academy,BgTpPM9BMuU,"Molecular, complete ionic, and net ionic equations | AP Chemistry | Khan Academy",244619,81
Khan Academy,iql2eFZsV5Y,Great Schism or East-West Schism part 2 | World History | Khan Academy,43939,13
Khan Academy,jqMC4RBE4A0,Great Schism or East-West Schism part 1 | World History | Khan Academy,77462,48
Khan Academy,K5UbnilpzXA,Chinese Imperial Dynasties | World History | Khan Academy,79582,59
Khan Academy,pAlq9fFwtus,Introduction to the coordinate plane,240272,365
Khan Academy,Pn9n-k1JIUo,Neo-Confucianism and Zhu Xi | World History | Khan Academy,47075,44
Khan Academy,2ujmYuSYzSk,Khan Academy Live: AP US History,66241,63
Khan Academy,FyW7CUl9KDc,Early Medieval Trade | World History | Khan Academy,40264,21
Khan Academy,mTNs7wjqgaQ,Great Schism part 1,15639,20
Khan Academy,8JT-Xqs8_GQ,Khan Academy Live: AP Calculus,130806,161
Khan Academy,T8O4AcTyjHc,Arian Controversy and the Council of Nicaea | World History | Khan Academy,135802,477
Khan Academy,sDSTgKIQAzE,Spread of Islamic Culture | World History | Khan Academy,366261,414
Khan Academy,1l4mmTSIbvU,Differentiating functions: Find the error | Derivative rules | AP Calculus AB | Khan Academy,17535,9
Khan Academy,AntQBDFOjUw,Manipulating functions before differentiation | Derivative rules | AP Calculus AB | Khan Academy,17890,6
Khan Academy,DGJBaeDJ74g,Approximating asymptotic limit from table,2202,6
Khan Academy,zaUhcLRp-c8,Limits from tables for oscillating functions,2847,10
Khan Academy,UiLiMg_U7_I,Example reasoning about limits from tables,1269,2
Khan Academy,3yaZ7lkQPUQ,Introduction to frames of reference,449205,107
Khan Academy,dToPqCXHNDA,Strategies for dividing by tenths,82516,12
Khan Academy,bRRtp9XdDrY,Multi digit division strategies for decimals,103242,7
Khan Academy,zlq_jQYD1mA,Division strategies for decimal quotients,136741,21
Khan Academy,dejocl4sYfw,"Strategies for dividing multiples of 10, 100 and 1000",85721,49
Khan Academy,KzdbThwGNGI,Introduction to dividing by 2 digits,126467,50
Khan Academy,ekDTjvF_CJw,Developing strategies for multiplying two digit decimals,52695,9
Khan Academy,xBseQOzMB7A,Developing strategies for multiplying decimals,115847,16
Khan Academy,iFy0oH-3Pn4,"Strategies for multiplying multiples of 10, 100 and 1000",110312,37
Khan Academy,IE0HQoLrbX4,Strategies for subtracting more complex decimals with tenths,89064,11
Khan Academy,URdTZ38JvOI,More advanced subtraction strategies with hundredths,57502,5
Khan Academy,GUK9aup5HOs,Subtraction strategies with hundredths,43805,5
Khan Academy,N5xWYgeIWmU,Strategies for subtracting basic decimals,56954,27
Khan Academy,66_Sb1dP81E,Adding decimals with ones and tenths parts,103829,30
Khan Academy,6NBkb98nFOM,"Adding decimals with ones, tenths and hundredths",89736,2
Khan Academy,7I_AILEWTL4,Introduction to adding decimals tenths,194316,62
Khan Academy,fWi-i_mdUOI,Andding decimals with hundredths,123187,39
Khan Academy,WVdPekbXSfE,Common chain rule misunderstandings | Derivative rules | AP Calculus AB | Khan Academy,49229,17
Khan Academy,MT1-bqKpal8,Identifying composite functions | Derivative rules | AP Calculus AB | Khan Academy,52371,4
Khan Academy,pzcEovb0GHU,Example exercise using limit flow chart,5529,11
Khan Academy,ZaLw1cunN3s,Strategy in finding limits | Limits and continuity | AP Calculus AB | Khan Academy,58471,23
Khan Academy,_kCT_lcM9ow,Sal Khan chats with Google CEO Sundar Pichai,656386,899
Khan Academy,HunTJkbVQ4s,Approximating limit from numeric table,17098,11
Khan Academy,4SqOXcywn7c,Example approximating limit graphically,18008,2
Khan Academy,YLbMvvwYCcg,Approximating limits | Limits and continuity | AP Calculus AB | Khan Academy,107934,12
Khan Academy,Y4-F3zk7pFc,Justinian and the Byzantine Empire | World History | Khan Academy,169012,177
Khan Academy,lPcahMeUYcU,Reflecting and scaling absolute value function,63298,5
Khan Academy,16-GZWi66CI,Sums and products of irrational numbers,61648,23
Khan Academy,AMsbZLxd3lE,Example scaling parabola,45117,10
Khan Academy,ZmVOR6n_fzY,Example translating parabola,82598,6
Khan Academy,eRbgHCaWQQE,Worked examples: Forms & features of quadratic functions | High School Math | Khan Academy,42688,8
Khan Academy,lUA1LYCoIAg,Analyzing model in vertex form,74060,4
Khan Academy,EV57jv7JKCs,Graphing parabola from quadratic in factored form,269918,66
Khan Academy,#NAME?,Solving equations with zero product property,325229,113
Khan Academy,BGz3pkoGPag,Visual introduction to parabolas,358363,169
Khan Academy,2hHyY1eyHQs,Recognizing quadratic factor methods,36387,8
Khan Academy,ahPdiNQGXRA,Recognizing quadratic factor methods part 2,21432,3
Khan Academy,JX5Zvh6swmo,Perfect square factorization intro | Mathematics II | High School Math | Khan Academy,79241,11
Khan Academy,HLNSouzygw0,Difference of squares intro | Mathematics II | High School Math | Khan Academy,258826,74
Khan Academy,Vm7H0VTlIco,Polynomials intro | Mathematics II | High School Math | Khan Academy,400575,211
Khan Academy,v4IdaXvyE7U,Introduction to exponential decay,91487,36
Khan Academy,cwnke_pjX90,Comparing exponential and linear function,54702,9
Khan Academy,6rX2VNybXEE,Identifying graph for exponential,58286,7
Khan Academy,Pud5ygp6H38,Interpretting exponential expression,25908,1
Khan Academy,Z3YVZzCEi_A,Modeling with basic exponential function,49417,5
Khan Academy,L70UJVjc-bc,Expression for compound or exponential growth,55033,3
Khan Academy,8wrtyW1RwNk,5th roots | Mathematics I | High School Math | Khan Academy,86677,9
Khan Academy,tV0NNJ6ndgk,Determining whether real world model is linear or exponential,51654,4
Khan Academy,_vlXdx-CqM0,Examples of linear and exponential relationships,113077,10
Khan Academy,3MijXB91DVo,Simplifying square-root expressions | Mathematics I | High School Math | Khan Academy,200253,31
Khan Academy,dC1ojsMi1yU,Powers of products & quotients (integer exponents) | Mathematics I | High School Math | Khan Academy,203918,58
Khan Academy,CZ5ne_mX5_I,Multiplying & dividing powers (integer exponents) | Mathematics I | High School Math | Khan Academy,330075,38
Khan Academy,v6Ct2OEmGNU,Graphing a shifted and stretched absolute value function,190059,13
Khan Academy,GabN05XvXTg,Flipping and compressing a graph,1460,1
Khan Academy,Yyfk0rwuZSE,Scaling & reflecting absolute value functions: graph | High School Math | Khan Academy,55862,4
Khan Academy,Wri26sPEBoI,Shifting absolute value graphs | Mathematics II | High School Math | Khan Academy,123062,18
Khan Academy,JeIwsn-EWZU,Analyzing structure with linear inequalities: fruits | High School Math | Khan Academy,17619,8
Khan Academy,Pfi_chISQbg,Analyzing structure with linear inequalities: balls | High School Math | Khan Academy,14652,5
Khan Academy,dK_w1HzU3Ts,Graphing two variable inequality,21112,22
Khan Academy,v1ucHH06AxM,Worked example: using recursive formula for arithmetic sequence | High School Math | Khan Academy,79260,10
Khan Academy,J43CIbKpdWc,Horizontal & vertical lines | Mathematics I | High School Math | Khan Academy,236637,14
Khan Academy,qgsNNqmlLoA,Worked examples: slope-intercept intro | Mathematics I | High School Math | Khan Academy,129558,4
Khan Academy,xZRRPOneU2c,Example finding appropriate units,50459,3
Khan Academy,G4r9PpYQiL8,Slope from equation | Mathematics I | High School Math | Khan Academy,127598,24
Khan Academy,9AHqFKc3mKY,"Golden Age of Athens, Pericles and Greek Culture | World History | Khan Academy",190200,72
Khan Academy,pJQr77Vzwyk,Socrates Plato Aristotle | World History | Khan Academy,199848,85
Khan Academy,hds9i_bYm48,Cultural Syncretism in Central Asia | World History | Khan Academy,22870,17
Khan Academy,5Zo0j7yj23E,The Fall of Empires | World History | Khan Academy,52085,34
Khan Academy,lLeIclx2lAU,Early Silk Road | World History | Khan Academy,90909,26
Khan Academy,X-_cJU-pFwQ,Buddhism | World History | Khan Academy,160533,162
Khan Academy,aCA6ioTLw-Q,Theravada and Mahayana Buddhism | World History | Khan Academy,225836,349
Khan Academy,16S_XjHqcZM,Core spiritual ideas of Buddhism | World History | Khan Academy,45800,29
Khan Academy,lh2mp0aqSh8,Common fractions and decimals | Math | 4th Grade | Khan Academy,310784,75
Khan Academy,UWTdCorvOWU,Hindu scripture overview | World History | Khan Academy,86968,105
Khan Academy,v8sj8pHSFuE,Varnas and the Caste System | World History | Khan Academy,70154,89
Khan Academy,#NAME?,Khan Academy Live: SAT Writing Class,199132,280
Khan Academy,rmPqoWYlH-Q,Comparative roles of women in Rome and Han China | World History | Khan Academy,28667,29
Khan Academy,INv2gdpfXPQ,Hindu gods overview | World History | Khan Academy,314200,997
Khan Academy,649ZlWMp0LE,Ionization energy: period trend | Atomic structure and properties | AP Chemistry | Khan Academy,77616,8
Khan Academy,6WIBa32o63Q,Electron affinity: period trend | Atomic structure and properties | AP Chemistry | Khan Academy,240708,82
Khan Academy,WhTpJxlJi2I,"Hinduism Introduction: Core ideas of Brahman, Atman, Samsara and Moksha | History | Khan Academy",574743,1923
Khan Academy,Zc_l4cCLUqo,Khan Academy Live: SAT Reading Class,382796,309
Khan Academy,Gg6ju-lHCwU,Introduction to Islam  | World History | Khan Academy,195388,207
Khan Academy,5pfZ3dyG1cg,Affect and effect | Frequently confused words | Usage | Grammar,92102,46
Khan Academy,6dACXPirT3s,"Alliteration, Assonance, and Onomatopoeia | Style | Grammar",86210,45
Khan Academy,WnAzZWxiGs4,Compliment/complement and desert/dessert | Frequently confused words | Usage | Grammar,36343,9
Khan Academy,ZkFihBrRMCM,Less versus fewer | Frequently confused words | Usage | Grammar,37715,14
Khan Academy,t8RMj6xCJIQ,Hear/here and accept/except | Frequently confused words | Usage | Grammar,43475,6
Khan Academy,0D54pfccNUQ,"There, their, and they're | Frequently confused words | Usage | Grammar",80398,34
Khan Academy,LY5EBvlRCP4,Irony | Style | Grammar,47001,15
Khan Academy,aIOYJ2Vlwy8,"Bare/bear, allowed/aloud, advice/advise, break/brake | Frequently confused words | Usage | Grammar",36594,9
Khan Academy,lrpB0kNvEs4,Under- and overstatement | Style | Grammar,27694,3
Khan Academy,dzSbmCxUyuo,The scale of formality | Style | Grammar,37912,9
Khan Academy,joTuAvMQ9vE,"To, two, and too | Frequently confused words | Usage | Grammar",70631,41
Khan Academy,3yb1jBTwMeI,"Chavin, Nazca, Moche, Huari and Tiwanaku civilizations | World History | Khan Academy",38862,18
Khan Academy,HPRPaTqNnZk,Mayans and Teotihuacan | World History | Khan Academy,91978,48
Khan Academy,od2ChzDRrBk,Announcing Khan Academy Official LSAT Prep – Free for all!,121420,109
Khan Academy,iPQ6GB822x4,Confucius and Confucianism,158631,94
Khan Academy,AgcuSSiR5to,Khan Academy Live: SAT Math Class,330000,198
Khan Academy,P0zrLZrlyko,"Chandragupta, Ashoka and the Maurya Empire  | World History | Khan Academy",237881,356
Khan Academy,FygpbbwsSGg,Sunni and Shia Islam part 2  | World History | Khan Academy,306624,649
Khan Academy,iMbAu2Oh7PA,Sunni and Shia Islam part 1 | World History | Khan Academy,743135,1120
Khan Academy,K5XKjk0-hCo,Golden age of Islam | World History | Khan Academy,246253,526
Khan Academy,ojSkGvxFi4M,Spread of Islam part 3  | World History | Khan Academy,337850,532
Khan Academy,xoC1fRavjUU,Beginnings of Islam part 2,249971,341
Khan Academy,4NT_btkLlho,Life of Muhammad and beginnings of Islam part 1  | World History | Khan Academy,1285177,2034
Khan Academy,_nsIQIpBsUA,Molecular dipoles,11949,16
Khan Academy,5QFwaG5oM_A,Multi-step unit conversion examples,23869,4
Khan Academy,ODJzxGj_zvU,Metric system unit conversion examples,41632,10
Khan Academy,iBWCZxyElIM,Overview of early Judaism part 2 | World History | Khan Academy,67898,52
Khan Academy,cP-fdixB1Zc,Overview of early Judaism part 1 | World History | Khan Academy,127390,154
Khan Academy,6L9jWmLkaS0,"Zhou, Qin and Han Dynasties | World History | Khan Academy",109400,59
Khan Academy,YLRypVr164g,Example naming ionic compound,31662,21
Khan Academy,8_fMpRUsnBk,Worked example: Finding the formula of an ionic compound | AP Chemistry | Khan Academy,152781,19
Khan Academy,ptAw20kem90,"Naming ions and ionic compounds | Atoms, compounds, and ions | Chemistry | Khan Academy",443209,39
Khan Academy,vVTwzjvWySs,"Naming ionic compound with polyvalent ion | Atoms, compounds, and ions | Chemistry | Khan Academy",105679,8
Khan Academy,zTUnjPALX_U,"Introduction to ions | Atoms, compounds, and ions | Chemistry | Khan Academy",287801,88
Khan Academy,o2XjXFvruIM,Pre Columbian Americas  | World History | Khan Academy,194406,131
Khan Academy,kemwplAKWsY,Sanskrit connections to English  | World History | Khan Academy,254284,877
Khan Academy,xBIbflTfxm8,Introduction to the Vedic Period  | World History | Khan Academy,221190,260
Khan Academy,g9SGpnheXek,Ancient China | Early Civilizations | World History | Khan Academy,198312,80
Khan Academy,#NAME?,The Hittite Empire and the Battle of Kadesh | Early Civilizations | World History | Khan Academy,108548,48
Khan Academy,SGSLyp8mmMc,Ancient Egypt | Early Civilizations | World History | Khan Academy,249259,114
Khan Academy,mi9sMazNPxM,Indus Valley Civilization  | Early Civilizations | World History | Khan Academy,316029,442
Khan Academy,9GQdh2eGP-Y,Ancient Mesopotamia | Early Civilizations | World History | Khan Academy,416845,257
Khan Academy,ObGarwy5Jss,History and prehistory | The Origin of Humans and Human Societies | World History | Khan Academy,599013,127
Khan Academy,JvBHwVpBCwM,Origins of agriculture  | World History | Khan Academy,218303,76
Khan Academy,Z-Xzp-WMv4E,Roman Empire and Christianity | World History | Khan Academy,170330,265
Khan Academy,QSC86jWqGKc,Paul and the apostles Christianity | World History | Khan Academy,105138,157
Khan Academy,p46QWyHQE6M,The Jacobian Determinant,143074,86
Khan Academy,CGbBbH1e7Yw,Computing a Jacobian matrix,74688,19
Khan Academy,KQ7Y31QgX_w,Addressing treating differentials algebraically | AP Calculus AB | Khan Academy,63685,20
Khan Academy,6vUjGgI8Dso,Worked example: identifying separable equations | AP Calculus AB | Khan Academy,75652,3
Khan Academy,72xChzYjJdM,Worked example: separable equation with an implicit solution | Khan Academy,48010,3
Khan Academy,8EA5wv-kQPw,Worked example: range of solution curve from slope field | AP Calculus AB | Khan Academy,49226,0
Khan Academy,H9h-Xg7zjPU,Writing a differential equation | Differential equations | AP Calculus AB | Khan Academy,160486,3
Khan Academy,pRuwcphjJeg,Worked example: exponential solution to differential equation | AP Calculus AB | Khan Academy,48452,3
Khan Academy,sPe6qoQFFD8,Worked example: slope field from equation | AP Calculus AB | Khan Academy,71200,2
Khan Academy,tgS5kgkZNGw,Worked example: forming a slope field | AP Calculus AB | Khan Academy,56067,2
Khan Academy,bohL918kXQk,The Jacobian matrix,297090,116
Khan Academy,Vnga_psnCAo,Local linearity for a multivariable function,54776,25
Khan Academy,VmfTXVG9S0U,Jacobian prerequisite knowledge,162200,69
Khan Academy,gUbsSL2OiBg,Jesus Christ and Christianity | World History | Khan Academy,225571,472
Khan Academy,q3WJVOsqu7s,Thank you for your support in 2016,82639,546
